timestamp,message_type,field,value
1749826239.4427795,ALTITUDE,mavpackettype,ALTITUDE
1749826239.4427795,ALTITUDE,time_usec,812108000
1749826239.4427795,ALTITUDE,altitude_monotonic,49.99248504638672
1749826239.4427795,ALTITUDE,altitude_amsl,50.271305084228516
1749826239.4427795,ALTITUDE,altitude_local,50.034942626953125
1749826239.4427795,ALTITUDE,altitude_relative,50.01599884033203
1749826239.4427795,ALTITUDE,altitude_terrain,nan
1749826239.4427795,ALTITUDE,bottom_clearance,nan
1749826239.443094,ATTITUDE,mavpackettype,ATTITUDE
1749826239.443094,ATTITUDE,time_boot_ms,812104
1749826239.443094,ATTITUDE,roll,0.008677398785948753
1749826239.443094,ATTITUDE,pitch,-0.060671616345644
1749826239.443094,ATTITUDE,yaw,1.473564863204956
1749826239.443094,ATTITUDE,rollspeed,0.0025026293005794287
1749826239.443094,ATTITUDE,pitchspeed,-0.003981106914579868
1749826239.443094,ATTITUDE,yawspeed,-0.0004617004015017301
1749826239.4431736,ATTITUDE_QUATERNION,mavpackettype,ATTITUDE_QUATERNION
1749826239.4431736,ATTITUDE_QUATERNION,time_boot_ms,812104
1749826239.4431736,ATTITUDE_QUATERNION,q1,-0.7401981949806213
1749826239.4431736,ATTITUDE_QUATERNION,q2,-0.02359146438539028
1749826239.4431736,ATTITUDE_QUATERNION,q3,0.019550224766135216
1749826239.4431736,ATTITUDE_QUATERNION,q4,-0.6716903448104858
1749826239.4431736,ATTITUDE_QUATERNION,rollspeed,0.0025026293005794287
1749826239.4431736,ATTITUDE_QUATERNION,pitchspeed,-0.003981106914579868
1749826239.4431736,ATTITUDE_QUATERNION,yawspeed,-0.0004617004015017301
1749826239.4431736,ATTITUDE_QUATERNION,repr_offset_q,"[0.0, 0.0, 0.0, 0.0]"
1749826239.443253,ATTITUDE_TARGET,mavpackettype,ATTITUDE_TARGET
1749826239.443253,ATTITUDE_TARGET,time_boot_ms,812100
1749826239.443253,ATTITUDE_TARGET,type_mask,0
1749826239.443253,ATTITUDE_TARGET,q,"[0.7402680516242981, 0.024640746414661407, -0.02045023813843727, 0.6715488433837891]"
1749826239.443253,ATTITUDE_TARGET,body_roll_rate,0.0013408362865447998
1749826239.443253,ATTITUDE_TARGET,body_pitch_rate,-0.010983780026435852
1749826239.443253,ATTITUDE_TARGET,body_yaw_rate,-0.0008453130722045898
1749826239.443253,ATTITUDE_TARGET,thrust,0.7274573445320129
1749826239.4439514,UNKNOWN_290,mavpackettype,UNKNOWN_290
1749826239.4439514,UNKNOWN_290,data,"bytearray(b'\xfd.\x00\x00\x0c\x01\x01""\x01\x00@\xb9g0\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x04\x00\x0f\x03\xa0')"
1749826239.4439924,UNKNOWN_291,mavpackettype,UNKNOWN_291
1749826239.4439924,UNKNOWN_291,data,bytearray(b'\xfd\x16\x00\x00\r\x01\x01#\x01\x00@\xb9g0\x00\x00\x00\x00\xf5\x02\x00\x00\r\x03\x00\x00\xf8\x02\x00\x00\x08\x03+\xbb')
1749826239.4440427,EXTENDED_SYS_STATE,mavpackettype,EXTENDED_SYS_STATE
1749826239.4440427,EXTENDED_SYS_STATE,vtol_state,0
1749826239.4440427,EXTENDED_SYS_STATE,landed_state,2
1749826239.44409,GLOBAL_POSITION_INT,mavpackettype,GLOBAL_POSITION_INT
1749826239.44409,GLOBAL_POSITION_INT,time_boot_ms,812100
1749826239.44409,GLOBAL_POSITION_INT,lat,474001295
1749826239.44409,GLOBAL_POSITION_INT,lon,85452469
1749826239.44409,GLOBAL_POSITION_INT,alt,50271
1749826239.44409,GLOBAL_POSITION_INT,relative_alt,50016
1749826239.44409,GLOBAL_POSITION_INT,vx,46
1749826239.44409,GLOBAL_POSITION_INT,vy,499
1749826239.44409,GLOBAL_POSITION_INT,vz,1
1749826239.44409,GLOBAL_POSITION_INT,hdg,8442
1749826239.444162,GPS_RAW_INT,mavpackettype,GPS_RAW_INT
1749826239.444162,GPS_RAW_INT,time_usec,812100000
1749826239.444162,GPS_RAW_INT,fix_type,3
1749826239.444162,GPS_RAW_INT,lat,474001291
1749826239.444162,GPS_RAW_INT,lon,85452406
1749826239.444162,GPS_RAW_INT,alt,50336
1749826239.444162,GPS_RAW_INT,eph,70
1749826239.444162,GPS_RAW_INT,epv,110
1749826239.444162,GPS_RAW_INT,vel,503
1749826239.444162,GPS_RAW_INT,cog,8422
1749826239.444162,GPS_RAW_INT,satellites_visible,10
1749826239.444162,GPS_RAW_INT,alt_ellipsoid,50336
1749826239.444162,GPS_RAW_INT,h_acc,900
1749826239.444162,GPS_RAW_INT,v_acc,1780
1749826239.444162,GPS_RAW_INT,vel_acc,400
1749826239.444162,GPS_RAW_INT,hdg_acc,0
1749826239.444162,GPS_RAW_INT,yaw,0
1749826239.4454794,LOCAL_POSITION_NED,mavpackettype,LOCAL_POSITION_NED
1749826239.4454794,LOCAL_POSITION_NED,time_boot_ms,812100
1749826239.4454794,LOCAL_POSITION_NED,x,240.00315856933594
1749826239.4454794,LOCAL_POSITION_NED,y,-69.02082824707031
1749826239.4454794,LOCAL_POSITION_NED,z,-50.034942626953125
1749826239.4454794,LOCAL_POSITION_NED,vx,0.4653030335903168
1749826239.4454794,LOCAL_POSITION_NED,vy,4.9982709884643555
1749826239.4454794,LOCAL_POSITION_NED,vz,0.01850980706512928
1749826239.4455695,OPEN_DRONE_ID_LOCATION,mavpackettype,OPEN_DRONE_ID_LOCATION
1749826239.4455695,OPEN_DRONE_ID_LOCATION,target_system,0
1749826239.4455695,OPEN_DRONE_ID_LOCATION,target_component,0
1749826239.4455695,OPEN_DRONE_ID_LOCATION,id_or_mac,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1749826239.4455695,OPEN_DRONE_ID_LOCATION,status,2
1749826239.4455695,OPEN_DRONE_ID_LOCATION,direction,8400
1749826239.4455695,OPEN_DRONE_ID_LOCATION,speed_horizontal,503
1749826239.4455695,OPEN_DRONE_ID_LOCATION,speed_vertical,-1
1749826239.4455695,OPEN_DRONE_ID_LOCATION,latitude,474001291
1749826239.4455695,OPEN_DRONE_ID_LOCATION,longitude,85452406
1749826239.4455695,OPEN_DRONE_ID_LOCATION,altitude_barometric,49.99248504638672
1749826239.4455695,OPEN_DRONE_ID_LOCATION,altitude_geodetic,50.0
1749826239.4455695,OPEN_DRONE_ID_LOCATION,height_reference,0
1749826239.4455695,OPEN_DRONE_ID_LOCATION,height,50.01599884033203
1749826239.4455695,OPEN_DRONE_ID_LOCATION,horizontal_accuracy,12
1749826239.4455695,OPEN_DRONE_ID_LOCATION,vertical_accuracy,5
1749826239.4455695,OPEN_DRONE_ID_LOCATION,barometer_accuracy,0
1749826239.4455695,OPEN_DRONE_ID_LOCATION,speed_accuracy,3
1749826239.4455695,OPEN_DRONE_ID_LOCATION,timestamp,65535.0
1749826239.4455695,OPEN_DRONE_ID_LOCATION,timestamp_accuracy,0
1749826239.4513996,OPEN_DRONE_ID_SYSTEM,mavpackettype,OPEN_DRONE_ID_SYSTEM
1749826239.4513996,OPEN_DRONE_ID_SYSTEM,target_system,0
1749826239.4513996,OPEN_DRONE_ID_SYSTEM,target_component,0
1749826239.4513996,OPEN_DRONE_ID_SYSTEM,id_or_mac,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1749826239.4513996,OPEN_DRONE_ID_SYSTEM,operator_location_type,0
1749826239.4513996,OPEN_DRONE_ID_SYSTEM,classification_type,0
1749826239.4513996,OPEN_DRONE_ID_SYSTEM,operator_latitude,473979710
1749826239.4513996,OPEN_DRONE_ID_SYSTEM,operator_longitude,85461641
1749826239.4513996,OPEN_DRONE_ID_SYSTEM,area_count,1
1749826239.4513996,OPEN_DRONE_ID_SYSTEM,area_radius,0
1749826239.4513996,OPEN_DRONE_ID_SYSTEM,area_ceiling,-1000.0
1749826239.4513996,OPEN_DRONE_ID_SYSTEM,area_floor,-1000.0
1749826239.4513996,OPEN_DRONE_ID_SYSTEM,category_eu,0
1749826239.4513996,OPEN_DRONE_ID_SYSTEM,class_eu,0
1749826239.4513996,OPEN_DRONE_ID_SYSTEM,operator_altitude_geo,0.25530532002449036
1749826239.4513996,OPEN_DRONE_ID_SYSTEM,timestamp,2748666496
1749826239.4515946,POSITION_TARGET_LOCAL_NED,mavpackettype,POSITION_TARGET_LOCAL_NED
1749826239.4515946,POSITION_TARGET_LOCAL_NED,time_boot_ms,812100
1749826239.4515946,POSITION_TARGET_LOCAL_NED,coordinate_frame,1
1749826239.4515946,POSITION_TARGET_LOCAL_NED,type_mask,0
1749826239.4515946,POSITION_TARGET_LOCAL_NED,x,239.95713806152344
1749826239.4515946,POSITION_TARGET_LOCAL_NED,y,-68.98965454101562
1749826239.4515946,POSITION_TARGET_LOCAL_NED,z,-50.0188102722168
1749826239.4515946,POSITION_TARGET_LOCAL_NED,vx,0.4451555907726288
1749826239.4515946,POSITION_TARGET_LOCAL_NED,vy,5.00565767288208
1749826239.4515946,POSITION_TARGET_LOCAL_NED,vz,0.01612725667655468
1749826239.4515946,POSITION_TARGET_LOCAL_NED,afx,-0.027688102796673775
1749826239.4515946,POSITION_TARGET_LOCAL_NED,afy,0.6284051537513733
1749826239.4515946,POSITION_TARGET_LOCAL_NED,afz,-0.005014055408537388
1749826239.4515946,POSITION_TARGET_LOCAL_NED,yaw,1.4732379913330078
1749826239.4515946,POSITION_TARGET_LOCAL_NED,yaw_rate,0.0
1749826239.4517562,SCALED_PRESSURE,mavpackettype,SCALED_PRESSURE
1749826239.4517562,SCALED_PRESSURE,time_boot_ms,812040
1749826239.4517562,SCALED_PRESSURE,press_abs,1007.2503662109375
1749826239.4517562,SCALED_PRESSURE,press_diff,0.0
1749826239.4517562,SCALED_PRESSURE,temperature,28815
1749826239.4517562,SCALED_PRESSURE,temperature_press_diff,0
1749826239.4519377,SERVO_OUTPUT_RAW,mavpackettype,SERVO_OUTPUT_RAW
1749826239.4519377,SERVO_OUTPUT_RAW,time_usec,812104000
1749826239.4519377,SERVO_OUTPUT_RAW,port,0
1749826239.4519377,SERVO_OUTPUT_RAW,servo1_raw,757
1749826239.4519377,SERVO_OUTPUT_RAW,servo2_raw,781
1749826239.4519377,SERVO_OUTPUT_RAW,servo3_raw,760
1749826239.4519377,SERVO_OUTPUT_RAW,servo4_raw,776
1749826239.4519377,SERVO_OUTPUT_RAW,servo5_raw,0
1749826239.4519377,SERVO_OUTPUT_RAW,servo6_raw,0
1749826239.4519377,SERVO_OUTPUT_RAW,servo7_raw,0
1749826239.4519377,SERVO_OUTPUT_RAW,servo8_raw,0
1749826239.4519377,SERVO_OUTPUT_RAW,servo9_raw,0
1749826239.4519377,SERVO_OUTPUT_RAW,servo10_raw,0
1749826239.4519377,SERVO_OUTPUT_RAW,servo11_raw,0
1749826239.4519377,SERVO_OUTPUT_RAW,servo12_raw,0
1749826239.4519377,SERVO_OUTPUT_RAW,servo13_raw,0
1749826239.4519377,SERVO_OUTPUT_RAW,servo14_raw,0
1749826239.4519377,SERVO_OUTPUT_RAW,servo15_raw,0
1749826239.4519377,SERVO_OUTPUT_RAW,servo16_raw,0
1749826239.4520926,SYS_STATUS,mavpackettype,SYS_STATUS
1749826239.4520926,SYS_STATUS,onboard_control_sensors_present,50380847
1749826239.4520926,SYS_STATUS,onboard_control_sensors_enabled,50446383
1749826239.4520926,SYS_STATUS,onboard_control_sensors_health,320915519
1749826239.4520926,SYS_STATUS,load,196
1749826239.4520926,SYS_STATUS,voltage_battery,15300
1749826239.4520926,SYS_STATUS,current_battery,-100
1749826239.4520926,SYS_STATUS,battery_remaining,51
1749826239.4520926,SYS_STATUS,drop_rate_comm,0
1749826239.4520926,SYS_STATUS,errors_comm,0
1749826239.4520926,SYS_STATUS,errors_count1,0
1749826239.4520926,SYS_STATUS,errors_count2,0
1749826239.4520926,SYS_STATUS,errors_count3,0
1749826239.4520926,SYS_STATUS,errors_count4,0
1749826239.4522147,VFR_HUD,mavpackettype,VFR_HUD
1749826239.4522147,VFR_HUD,airspeed,nan
1749826239.4522147,VFR_HUD,groundspeed,5.019882678985596
1749826239.4522147,VFR_HUD,heading,84
1749826239.4522147,VFR_HUD,throttle,72
1749826239.4522147,VFR_HUD,alt,50.271305084228516
1749826239.4522147,VFR_HUD,climb,-0.01850980706512928
1749826239.452314,UNKNOWN_8,mavpackettype,UNKNOWN_8
1749826239.452314,UNKNOWN_8,data,bytearray(b'\xfd\x1b\x00\x00\x19\x01\x01\x08\x00\x00\xe0\xc8g0\x00\x00\x00\x00^>\x00\x00^=\x00\x00\x19\x9a\x04\x00\xd3\xf0\x03\x00\x7f\xaf\x02d\xd4')
1749826239.4523869,ATTITUDE,mavpackettype,ATTITUDE
1749826239.4523869,ATTITUDE,time_boot_ms,812124
1749826239.4523869,ATTITUDE,roll,0.008711321279406548
1749826239.4523869,ATTITUDE,pitch,-0.060851652175188065
1749826239.4523869,ATTITUDE,yaw,1.4735679626464844
1749826239.4523869,ATTITUDE,rollspeed,0.002650474663823843
1749826239.4523869,ATTITUDE,pitchspeed,-0.016234595328569412
1749826239.4523869,ATTITUDE,yawspeed,-0.000302576256217435
1749826239.4525006,ATTITUDE_QUATERNION,mavpackettype,ATTITUDE_QUATERNION
1749826239.4525006,ATTITUDE_QUATERNION,time_boot_ms,812124
1749826239.4525006,ATTITUDE_QUATERNION,q1,-0.7401943802833557
1749826239.4525006,ATTITUDE_QUATERNION,q2,-0.023664498701691628
1749826239.4525006,ATTITUDE_QUATERNION,q3,0.019605441018939018
1749826239.4525006,ATTITUDE_QUATERNION,q4,-0.6716902852058411
1749826239.4525006,ATTITUDE_QUATERNION,rollspeed,0.002650474663823843
1749826239.4525006,ATTITUDE_QUATERNION,pitchspeed,-0.016234595328569412
1749826239.4525006,ATTITUDE_QUATERNION,yawspeed,-0.000302576256217435
1749826239.4525006,ATTITUDE_QUATERNION,repr_offset_q,"[0.0, 0.0, 0.0, 0.0]"
1749826239.4526172,ATTITUDE_TARGET,mavpackettype,ATTITUDE_TARGET
1749826239.4526172,ATTITUDE_TARGET,time_boot_ms,812124
1749826239.4526172,ATTITUDE_TARGET,type_mask,0
1749826239.4526172,ATTITUDE_TARGET,q,"[0.7402680516242981, 0.02462201565504074, -0.020493891090154648, 0.6715482473373413]"
1749826239.4526172,ATTITUDE_TARGET,body_roll_rate,0.0009356588125228882
1749826239.4526172,ATTITUDE_TARGET,body_pitch_rate,-0.03825083374977112
1749826239.4526172,ATTITUDE_TARGET,body_yaw_rate,-0.0006813406944274902
1749826239.4526172,ATTITUDE_TARGET,thrust,0.7274379730224609
1749826239.452689,GLOBAL_POSITION_INT,mavpackettype,GLOBAL_POSITION_INT
1749826239.452689,GLOBAL_POSITION_INT,time_boot_ms,812124
1749826239.452689,GLOBAL_POSITION_INT,lat,474001296
1749826239.452689,GLOBAL_POSITION_INT,lon,85452485
1749826239.452689,GLOBAL_POSITION_INT,alt,50271
1749826239.452689,GLOBAL_POSITION_INT,relative_alt,50015
1749826239.452689,GLOBAL_POSITION_INT,vx,46
1749826239.452689,GLOBAL_POSITION_INT,vy,499
1749826239.452689,GLOBAL_POSITION_INT,vz,1
1749826239.452689,GLOBAL_POSITION_INT,hdg,8442
1749826239.452745,LOCAL_POSITION_NED,mavpackettype,LOCAL_POSITION_NED
1749826239.452745,LOCAL_POSITION_NED,time_boot_ms,812124
1749826239.452745,LOCAL_POSITION_NED,x,240.0150604248047
1749826239.452745,LOCAL_POSITION_NED,y,-68.90122985839844
1749826239.452745,LOCAL_POSITION_NED,z,-50.03474426269531
1749826239.452745,LOCAL_POSITION_NED,vx,0.46478796005249023
1749826239.452745,LOCAL_POSITION_NED,vy,4.997856140136719
1749826239.452745,LOCAL_POSITION_NED,vz,0.0182139053940773
1749826239.4528272,POSITION_TARGET_LOCAL_NED,mavpackettype,POSITION_TARGET_LOCAL_NED
1749826239.4528272,POSITION_TARGET_LOCAL_NED,time_boot_ms,812124
1749826239.4528272,POSITION_TARGET_LOCAL_NED,coordinate_frame,1
1749826239.4528272,POSITION_TARGET_LOCAL_NED,type_mask,0
1749826239.4528272,POSITION_TARGET_LOCAL_NED,x,239.9688720703125
1749826239.4528272,POSITION_TARGET_LOCAL_NED,y,-68.87023162841797
1749826239.4528272,POSITION_TARGET_LOCAL_NED,z,-50.0188102722168
1749826239.4528272,POSITION_TARGET_LOCAL_NED,vx,0.44499534368515015
1749826239.4528272,POSITION_TARGET_LOCAL_NED,vy,5.005490779876709
1749826239.4528272,POSITION_TARGET_LOCAL_NED,vz,0.01592888869345188
1749826239.4528272,POSITION_TARGET_LOCAL_NED,afx,-0.026805439963936806
1749826239.4528272,POSITION_TARGET_LOCAL_NED,afy,0.6287086606025696
1749826239.4528272,POSITION_TARGET_LOCAL_NED,afz,-0.004740506876260042
1749826239.4528272,POSITION_TARGET_LOCAL_NED,yaw,1.473239541053772
1749826239.4528272,POSITION_TARGET_LOCAL_NED,yaw_rate,0.0
1749826239.4529848,SERVO_OUTPUT_RAW,mavpackettype,SERVO_OUTPUT_RAW
1749826239.4529848,SERVO_OUTPUT_RAW,time_usec,812124000
1749826239.4529848,SERVO_OUTPUT_RAW,port,0
1749826239.4529848,SERVO_OUTPUT_RAW,servo1_raw,758
1749826239.4529848,SERVO_OUTPUT_RAW,servo2_raw,780
1749826239.4529848,SERVO_OUTPUT_RAW,servo3_raw,761
1749826239.4529848,SERVO_OUTPUT_RAW,servo4_raw,775
1749826239.4529848,SERVO_OUTPUT_RAW,servo5_raw,0
1749826239.4529848,SERVO_OUTPUT_RAW,servo6_raw,0
1749826239.4529848,SERVO_OUTPUT_RAW,servo7_raw,0
1749826239.4529848,SERVO_OUTPUT_RAW,servo8_raw,0
1749826239.4529848,SERVO_OUTPUT_RAW,servo9_raw,0
1749826239.4529848,SERVO_OUTPUT_RAW,servo10_raw,0
1749826239.4529848,SERVO_OUTPUT_RAW,servo11_raw,0
1749826239.4529848,SERVO_OUTPUT_RAW,servo12_raw,0
1749826239.4529848,SERVO_OUTPUT_RAW,servo13_raw,0
1749826239.4529848,SERVO_OUTPUT_RAW,servo14_raw,0
1749826239.4529848,SERVO_OUTPUT_RAW,servo15_raw,0
1749826239.4529848,SERVO_OUTPUT_RAW,servo16_raw,0
1749826239.4530978,ATTITUDE,mavpackettype,ATTITUDE
1749826239.4530978,ATTITUDE,time_boot_ms,812144
1749826239.4530978,ATTITUDE,roll,0.00875590369105339
1749826239.4530978,ATTITUDE,pitch,-0.061151664704084396
1749826239.4530978,ATTITUDE,yaw,1.473570704460144
1749826239.4530978,ATTITUDE,rollspeed,0.0025395432021468878
1749826239.4530978,ATTITUDE,pitchspeed,-0.015040747821331024
1749826239.4530978,ATTITUDE,yawspeed,-0.0007917359471321106
1749826239.4532022,ATTITUDE_QUATERNION,mavpackettype,ATTITUDE_QUATERNION
1749826239.4532022,ATTITUDE_QUATERNION,time_boot_ms,812144
1749826239.4532022,ATTITUDE_QUATERNION,q1,-0.7401891350746155
1749826239.4532022,ATTITUDE_QUATERNION,q2,-0.023781752213835716
1749826239.4532022,ATTITUDE_QUATERNION,q3,0.01970149762928486
1749826239.4532022,ATTITUDE_QUATERNION,q4,-0.6716891527175903
1749826239.4532022,ATTITUDE_QUATERNION,rollspeed,0.0025395432021468878
1749826239.4532022,ATTITUDE_QUATERNION,pitchspeed,-0.015040747821331024
1749826239.4532022,ATTITUDE_QUATERNION,yawspeed,-0.0007917359471321106
1749826239.4532022,ATTITUDE_QUATERNION,repr_offset_q,"[0.0, 0.0, 0.0, 0.0]"
1749826239.467398,ATTITUDE_TARGET,mavpackettype,ATTITUDE_TARGET
1749826239.467398,ATTITUDE_TARGET,time_boot_ms,812140
1749826239.467398,ATTITUDE_TARGET,type_mask,0
1749826239.467398,ATTITUDE_TARGET,q,"[0.7402682900428772, 0.02460513450205326, -0.02050325646996498, 0.6715482473373413]"
1749826239.467398,ATTITUDE_TARGET,body_roll_rate,0.0005292743444442749
1749826239.467398,ATTITUDE_TARGET,body_pitch_rate,-0.009186461567878723
1749826239.467398,ATTITUDE_TARGET,body_yaw_rate,-0.0008661746978759766
1749826239.467398,ATTITUDE_TARGET,thrust,0.727401852607727
1749826239.4675548,GLOBAL_POSITION_INT,mavpackettype,GLOBAL_POSITION_INT
1749826239.4675548,GLOBAL_POSITION_INT,time_boot_ms,812140
1749826239.4675548,GLOBAL_POSITION_INT,lat,474001297
1749826239.4675548,GLOBAL_POSITION_INT,lon,85452495
1749826239.4675548,GLOBAL_POSITION_INT,alt,50270
1749826239.4675548,GLOBAL_POSITION_INT,relative_alt,50015
1749826239.4675548,GLOBAL_POSITION_INT,vx,46
1749826239.4675548,GLOBAL_POSITION_INT,vy,499
1749826239.4675548,GLOBAL_POSITION_INT,vz,1
1749826239.4675548,GLOBAL_POSITION_INT,hdg,8442
1749826239.4676504,LOCAL_POSITION_NED,mavpackettype,LOCAL_POSITION_NED
1749826239.4676504,LOCAL_POSITION_NED,time_boot_ms,812140
1749826239.4676504,LOCAL_POSITION_NED,x,240.02296447753906
1749826239.4676504,LOCAL_POSITION_NED,y,-68.82148742675781
1749826239.4676504,LOCAL_POSITION_NED,z,-50.034603118896484
1749826239.4676504,LOCAL_POSITION_NED,vx,0.46446749567985535
1749826239.4676504,LOCAL_POSITION_NED,vy,4.997662544250488
1749826239.4676504,LOCAL_POSITION_NED,vz,0.0179350133985281
1749826239.467749,POSITION_TARGET_LOCAL_NED,mavpackettype,POSITION_TARGET_LOCAL_NED
1749826239.467749,POSITION_TARGET_LOCAL_NED,time_boot_ms,812140
1749826239.467749,POSITION_TARGET_LOCAL_NED,coordinate_frame,1
1749826239.467749,POSITION_TARGET_LOCAL_NED,type_mask,0
1749826239.467749,POSITION_TARGET_LOCAL_NED,x,239.9766845703125
1749826239.467749,POSITION_TARGET_LOCAL_NED,y,-68.79061889648438
1749826239.467749,POSITION_TARGET_LOCAL_NED,z,-50.0188102722168
1749826239.467749,POSITION_TARGET_LOCAL_NED,vx,0.4449082314968109
1749826239.467749,POSITION_TARGET_LOCAL_NED,vy,5.005367755889893
1749826239.467749,POSITION_TARGET_LOCAL_NED,vz,0.015787741169333458
1749826239.467749,POSITION_TARGET_LOCAL_NED,afx,-0.026446640491485596
1749826239.467749,POSITION_TARGET_LOCAL_NED,afy,0.628594696521759
1749826239.467749,POSITION_TARGET_LOCAL_NED,afz,-0.004268161952495575
1749826239.467749,POSITION_TARGET_LOCAL_NED,yaw,1.4732404947280884
1749826239.467749,POSITION_TARGET_LOCAL_NED,yaw_rate,0.0
1749826239.4679167,SERVO_OUTPUT_RAW,mavpackettype,SERVO_OUTPUT_RAW
1749826239.4679167,SERVO_OUTPUT_RAW,time_usec,812144000
1749826239.4679167,SERVO_OUTPUT_RAW,port,0
1749826239.4679167,SERVO_OUTPUT_RAW,servo1_raw,760
1749826239.4679167,SERVO_OUTPUT_RAW,servo2_raw,778
1749826239.4679167,SERVO_OUTPUT_RAW,servo3_raw,763
1749826239.4679167,SERVO_OUTPUT_RAW,servo4_raw,773
1749826239.4679167,SERVO_OUTPUT_RAW,servo5_raw,0
1749826239.4679167,SERVO_OUTPUT_RAW,servo6_raw,0
1749826239.4679167,SERVO_OUTPUT_RAW,servo7_raw,0
1749826239.4679167,SERVO_OUTPUT_RAW,servo8_raw,0
1749826239.4679167,SERVO_OUTPUT_RAW,servo9_raw,0
1749826239.4679167,SERVO_OUTPUT_RAW,servo10_raw,0
1749826239.4679167,SERVO_OUTPUT_RAW,servo11_raw,0
1749826239.4679167,SERVO_OUTPUT_RAW,servo12_raw,0
1749826239.4679167,SERVO_OUTPUT_RAW,servo13_raw,0
1749826239.4679167,SERVO_OUTPUT_RAW,servo14_raw,0
1749826239.4679167,SERVO_OUTPUT_RAW,servo15_raw,0
1749826239.4679167,SERVO_OUTPUT_RAW,servo16_raw,0
1749826239.468086,ATTITUDE,mavpackettype,ATTITUDE
1749826239.468086,ATTITUDE,time_boot_ms,812164
1749826239.468086,ATTITUDE,roll,0.008781839162111282
1749826239.468086,ATTITUDE,pitch,-0.06139637157320976
1749826239.468086,ATTITUDE,yaw,1.4735780954360962
1749826239.468086,ATTITUDE,rollspeed,0.001489609363488853
1749826239.468086,ATTITUDE,pitchspeed,-0.014662275090813637
1749826239.468086,ATTITUDE,yawspeed,-0.00010440280311740935
1749826239.4710252,ATTITUDE_QUATERNION,mavpackettype,ATTITUDE_QUATERNION
1749826239.4710252,ATTITUDE_QUATERNION,time_boot_ms,812164
1749826239.4710252,ATTITUDE_QUATERNION,q1,-0.7401832342147827
1749826239.4710252,ATTITUDE_QUATERNION,q2,-0.02387358248233795
1749826239.4710252,ATTITUDE_QUATERNION,q3,0.01978328451514244
1749826239.4710252,ATTITUDE_QUATERNION,q4,-0.671690046787262
1749826239.4710252,ATTITUDE_QUATERNION,rollspeed,0.001489609363488853
1749826239.4710252,ATTITUDE_QUATERNION,pitchspeed,-0.014662275090813637
1749826239.4710252,ATTITUDE_QUATERNION,yawspeed,-0.00010440280311740935
1749826239.4710252,ATTITUDE_QUATERNION,repr_offset_q,"[0.0, 0.0, 0.0, 0.0]"
1749826239.4715128,ATTITUDE_TARGET,mavpackettype,ATTITUDE_TARGET
1749826239.4715128,ATTITUDE_TARGET,time_boot_ms,812160
1749826239.4715128,ATTITUDE_TARGET,type_mask,0
1749826239.4715128,ATTITUDE_TARGET,q,"[0.7402213215827942, 0.025760680437088013, -0.021789366379380226, 0.6715161800384521]"
1749826239.4715128,ATTITUDE_TARGET,body_roll_rate,0.00035797804594039917
1749826239.4715128,ATTITUDE_TARGET,body_pitch_rate,-0.022046521306037903
1749826239.4715128,ATTITUDE_TARGET,body_yaw_rate,-0.0008048415184020996
1749826239.4715128,ATTITUDE_TARGET,thrust,0.7275277972221375
1749826239.471607,GLOBAL_POSITION_INT,mavpackettype,GLOBAL_POSITION_INT
1749826239.471607,GLOBAL_POSITION_INT,time_boot_ms,812160
1749826239.471607,GLOBAL_POSITION_INT,lat,474001297
1749826239.471607,GLOBAL_POSITION_INT,lon,85452506
1749826239.471607,GLOBAL_POSITION_INT,alt,50270
1749826239.471607,GLOBAL_POSITION_INT,relative_alt,50015
1749826239.471607,GLOBAL_POSITION_INT,vx,46
1749826239.471607,GLOBAL_POSITION_INT,vy,499
1749826239.471607,GLOBAL_POSITION_INT,vz,1
1749826239.471607,GLOBAL_POSITION_INT,hdg,8442
1749826239.4737167,LOCAL_POSITION_NED,mavpackettype,LOCAL_POSITION_NED
1749826239.4737167,LOCAL_POSITION_NED,time_boot_ms,812160
1749826239.4737167,LOCAL_POSITION_NED,x,240.03089904785156
1749826239.4737167,LOCAL_POSITION_NED,y,-68.74169158935547
1749826239.4737167,LOCAL_POSITION_NED,z,-50.034481048583984
1749826239.4737167,LOCAL_POSITION_NED,vx,0.46416980028152466
1749826239.4737167,LOCAL_POSITION_NED,vy,4.997490882873535
1749826239.4737167,LOCAL_POSITION_NED,vz,0.017667213454842567
1749826239.4741313,POSITION_TARGET_LOCAL_NED,mavpackettype,POSITION_TARGET_LOCAL_NED
1749826239.4741313,POSITION_TARGET_LOCAL_NED,time_boot_ms,812160
1749826239.4741313,POSITION_TARGET_LOCAL_NED,coordinate_frame,1
1749826239.4741313,POSITION_TARGET_LOCAL_NED,type_mask,0
1749826239.4741313,POSITION_TARGET_LOCAL_NED,x,239.98646545410156
1749826239.4741313,POSITION_TARGET_LOCAL_NED,y,-68.69110107421875
